NDCInnerID	UseUnitLabeler	UseUnitProduct	UseUnitPackage	UseUnitPropName	UseUnitGenericName	UseUnitLabelerName	UseUnitstartDate	UseUnitEndDate	UseUnitGTIN	CVX Code	CVX Short Description	NoInner	NDC11	last_updated_date	GTIN
438	76420	471	01	Fluzone	"INFLUENZA A VIRUS A/CHRISTCHURCH/16/2010 NIB-74 (H1N1) ANTIGEN (PROPIOLACTONE INACTIVATED), INFLUENZ"	MedChem Manufacturing Inc. dba Enovachem	20130610	20140630		140	"Influenza, seasonal, injectable, preservative free"	TRUE	76420-0471-01	27-Jan-14	
439	55045	3841	1	HAVRIX	HEPATITIS A VACCINE	"Dispensing Solutions, Inc."	20070413			52	"Hep A, adult"	TRUE	55045-3841-01	27-Jan-14	
441	49281	650	10	INFLUENZA A (H1N1) 2009 MONOVALENT VACCINE	INFLUENZA A VIRUS A/CALIFORNIA/7/2009(H1N1)-LIKE ANTIGEN (FORMALDEHYDE INACTIVATED)	Sanofi Pasteur Inc.	20090915			126	"Novel influenza-H1N1-09, preservative-free"	TRUE	49281-0650-10	27-Jan-14	
442	49281	650	70	INFLUENZA A (H1N1) 2009 MONOVALENT VACCINE	INFLUENZA A VIRUS A/CALIFORNIA/7/2009(H1N1)-LIKE ANTIGEN (FORMALDEHYDE INACTIVATED)	Sanofi Pasteur Inc.	20090915			126	"Novel influenza-H1N1-09, preservative-free"	TRUE	49281-0650-70	27-Jan-14	
443	49281	650	25	INFLUENZA A (H1N1) 2009 MONOVALENT VACCINE	INFLUENZA A VIRUS A/CALIFORNIA/7/2009(H1N1)-LIKE ANTIGEN (FORMALDEHYDE INACTIVATED)	Sanofi Pasteur Inc.	20090915			126	"Novel influenza-H1N1-09, preservative-free"	TRUE	49281-0650-25	27-Jan-14	
444	49281	650	90	INFLUENZA A (H1N1) 2009 MONOVALENT VACCINE	INFLUENZA A VIRUS A/CALIFORNIA/7/2009(H1N1)-LIKE ANTIGEN (FORMALDEHYDE INACTIVATED)	Sanofi Pasteur Inc.	20090915			126	"Novel influenza-H1N1-09, preservative-free"	TRUE	49281-0650-90	27-Jan-14	
445	49281	640	15	INFLUENZA A (H1N1) 2009 MONOVALENT VACCINE	INFLUENZA A VIRUS A/CALIFORNIA/7/2009(H1N1)-LIKE ANTIGEN (FORMALDEHYDE INACTIVATED)	Sanofi Pasteur Inc.	20090915			127	Novel influenza-H1N1-09	TRUE	49281-0640-15	27-Jan-14	
446	49281	860	88	IPOL	"POLIOVIRUS TYPE 1 ANTIGEN (FORMALDEHYDE INACTIVATED), POLIOVIRUS TYPE 2 ANTIGEN (FORMALDEHYDE INACTI"	Sanofi Pasteur Inc.	19901221			10	IPV	FALSE	49281-0860-88	01-Apr-14	00349281860881
447	49281	860	78	IPOL	"POLIOVIRUS TYPE 1 ANTIGEN (FORMALDEHYDE INACTIVATED), POLIOVIRUS TYPE 2 ANTIGEN (FORMALDEHYDE INACTI"	Sanofi Pasteur Inc.	19901221			10	IPV	FALSE	49281-0860-78	01-Apr-14	00349281860782
448	33332	519	01	Influenza A	INFLUENZA A VIRUS A/CALIFORNIA/7/2009(H1N1)-LIKE ANTIGEN (PROPIOLACTONE INACTIVATED)	CSL Limited	20090701	20100630		126	"Novel influenza-H1N1-09, preservative-free"	TRUE	33332-0519-01	27-Jan-14	
449	33332	629	10	Influenza A	INFLUENZA A VIRUS A/CALIFORNIA/7/2009(H1N1)-LIKE ANTIGEN (PROPIOLACTONE INACTIVATED)	CSL Limited	20090701	20100630		127	Novel influenza-H1N1-09	TRUE	33332-0629-10	27-Jan-14	
450	33332	519	25	Influenza A	INFLUENZA A VIRUS A/CALIFORNIA/7/2009(H1N1)-LIKE ANTIGEN (PROPIOLACTONE INACTIVATED)	CSL Limited	20090701	20100630		126	"Novel influenza-H1N1-09, preservative-free"	TRUE	33332-0519-25	27-Jan-14	
451	66521	200	10	Influenza A (H1N1) 2009 Monovalent Vaccine	Influenza A (H1N1) 2009 Monovalent Vaccine	Novartis Vaccines and Diagnostics Ltd	20090915			126	"Novel influenza-H1N1-09, preservative-free"	TRUE	66521-0200-10	27-Jan-14	
452	66521	200	02	Influenza A (H1N1) 2009 Monovalent Vaccine	Influenza A (H1N1) 2009 Monovalent Vaccine	Novartis Vaccines and Diagnostics Ltd	20090915			127	Novel influenza-H1N1-09	TRUE	66521-0200-02	27-Jan-14	
453	0006	4681	01	M-M-R II	"MEASLES, MUMPS, AND RUBELLA VIRUS VACCINE LIVE"	Merck Sharp & Dohme Corp.	19710421			03	MMR	FALSE	00006-4681-01	19-Nov-14	00300064681017
454	54868	0980	0	M-M-R II	"MEASLES, MUMPS, AND RUBELLA VIRUS VACCINE LIVE"	"Physicians Total Care, Inc."	19960807	20120630		03	MMR	TRUE	54868-0980-00	27-Jan-14	
455	49281	487	58	MENOMUNE - A/C/Y/W-135 COMBINED	"NEISSERIA MENINGITIDIS GROUP A CAPSULAR POLYSACCHARIDE ANTIGEN, NEISSERIA MENINGITIDIS GROUP C CAPSU"	Sanofi Pasteur Inc.	19811123			32	meningococcal MPSV4	FALSE	49281-0487-58	02-Apr-14	
456	49281	488	78	MENOMUNE - A/C/Y/W-135 COMBINED	"NEISSERIA MENINGITIDIS GROUP A POLYSACCHARIDE ANTIGEN, A, NEISSERIA MENINGITIDIS GROUP C POLYSACCHAR"	Sanofi Pasteur Inc.	19811123			32	meningococcal MPSV4	FALSE	49281-0488-78	02-Apr-14	
457	49281	589	05	Menactra	"NEISSERIA MENINGITIDIS GROUP A CAPSULAR POLYSACCHARIDE DIPHTHERIA TOXOID CONJUGATE ANTIGEN, NEISSERI"	Sanofi Pasteur Inc.	20050114			114	meningococcal MCV4P	TRUE	49281-0589-05	31-Mar-14	00349281589058
458	0006	4897	01	PedvaxHIB	HAEMOPHILUS B CONJUGATE VACCINE (MENINGOCOCCAL PROTEIN CONJUGATE)	Merck Sharp & Dohme Corp.	19891220			49	Hib (PRP-OMP)	FALSE	00006-4897-01	30-Jul-14	00300064897012
459	0006	4999	01	ProQuad	"MEASLES, MUMPS, RUBELLA AND VARICELLA VIRUS VACCINE LIVE"	Merck Sharp & Dohme Corp.	20050906			94	MMRV	FALSE	00006-4999-01	19-Nov-14	00300064999013
460	0006	4980	00	RECOMBIVAX HB	HEPATITIS B VACCINE (RECOMBINANT)	Merck Sharp & Dohme Corp.	19860723	20080919		08	"Hep B, adolescent or pediatric"	TRUE	00006-4980-00	27-Jan-14	
461	54868	2219	0	RECOMBIVAX HB	HEPATITIS B VACCINE (RECOMBINANT)	"Physicians Total Care, Inc."	19860723	20120630		43	"Hep B, adult"	TRUE	54868-2219-00	27-Jan-14	
462	54868	2219	1	RECOMBIVAX HB	HEPATITIS B VACCINE (RECOMBINANT)	"Physicians Total Care, Inc."	19860723	20120630		43	"Hep B, adult"	TRUE	54868-2219-01	27-Jan-14	
463	0006	4047	41	RotaTeq	"ROTAVIRUS VACCINE, LIVE, ORAL, PENTAVALENT"	Merck Sharp & Dohme Corp.	20060203			116	"rotavirus, pentavalent"	TRUE	00006-4047-41	27-Jan-14	
464	49281	215	10	TENIVAC	CLOSTRIDIUM TETANI TOXOID ANTIGEN (FORMALDEHYDE INACTIVATED) AND CORYNEBACTERIUM DIPHTHERIAE TOXOID	Sanofi Pasteur Inc.	20101208			113	Td (adult) preservative free	TRUE	49281-0215-10	30-Jul-14	003492812151010
465	49281	215	15	TENIVAC	CLOSTRIDIUM TETANI TOXOID ANTIGEN (FORMALDEHYDE INACTIVATED) AND CORYNEBACTERIUM DIPHTHERIAE TOXOID	Sanofi Pasteur Inc.	20101208			113	Td (adult) preservative free	TRUE	49281-0215-15	30-Jul-14	00349281215155
466	49281	820	10	TETANUS TOXOID ADSORBED	CLOSTRIDIUM TETANI TOXOID ANTIGEN (FORMALDEHYDE INACTIVATED)	Sanofi Pasteur Inc.	20050923			35	"tetanus toxoid, adsorbed"	TRUE	49281-0820-10	27-Jan-14	
467	49281	800	83	TETANUS TOXOID ADSORBED	CLOSTRIDIUM TETANI TOXOID ANTIGEN (FORMALDEHYDE INACTIVATED)	Sanofi Pasteur Inc.	20050923			35	"tetanus toxoid, adsorbed"	TRUE	49281-0800-83	27-Jan-14	
468	49281	298	10	TRIPEDIA	"CORYNEBACTERIUM DIPHTHERIAE TOXOID ANTIGEN (FORMALDEHYDE INACTIVATED), CLOSTRIDIUM TETANI TOXOID ANT"	Sanofi Pasteur Inc.	19920820	20130313		20	DTaP	TRUE	49281-0298-10	27-Jan-14	
469	17478	131	00	Tetanus and Diphtheria Toxoids Adsorbed	TETANUS AND DIPHTHERIA TOXOIDS ADSORBED	"Akorn, Inc."	19700727			09	"Td (adult), adsorbed"	FALSE	17478-0131-00	23-Oct-14	
470	14362	0111	3	Tetanus and Diphtheria Toxoids Adsorbed	TETANUS AND DIPHTHERIA TOXOIDS ADSORBED	MassBiologics	19700727			09	"Td (adult), adsorbed"	TRUE	14362-0111-03	27-Jan-14	
471	49281	790	88	Typhim Vi	SALMONELLA TYPHI TY2 VI POLYSACCHARIDE ANTIGEN	Sanofi Pasteur Inc.	19941128			101	"typhoid, ViCPs"	FALSE	49281-0790-88	23-Oct-14	
472	49281	790	38	Typhim Vi	SALMONELLA TYPHI TY2 VI POLYSACCHARIDE ANTIGEN	Sanofi Pasteur Inc.	19941128			101	"typhoid, ViCPs"	FALSE	49281-0790-38	23-Oct-14	
473	49281	915	68	YF-VAX	"YELLOW FEVER VIRUS LIVE ANTIGEN, A"	Sanofi Pasteur Inc.	19530522			37	yellow fever	FALSE	49281-0915-68	23-Oct-14	
474	49281	915	58	YF-VAX	"YELLOW FEVER VIRUS LIVE ANTIGEN, A"	Sanofi Pasteur Inc.	19530522			37	yellow fever	FALSE	49281-0915-58	23-Oct-14	
475	58160	825	01	HAVRIX	HEPATITIS A VACCINE	GlaxoSmithKline Biologicals SA	20070216			83	"Hep A, ped/adol, 2 dose"	FALSE	58160-0825-01	31-Mar-14	00358160825019
476	58160	825	43	HAVRIX	HEPATITIS A VACCINE	GlaxoSmithKline Biologicals SA	20070216			83	"Hep A, ped/adol, 2 dose"	FALSE	58160-0825-43	31-Mar-14	00358160825439
477	58160	826	01	HAVRIX	HEPATITIS A VACCINE	GlaxoSmithKline Biologicals SA	20070413			52	"Hep A, adult"	FALSE	58160-0826-01	31-Mar-14	00358160826016
478	58160	826	05	HAVRIX	HEPATITIS A VACCINE	GlaxoSmithKline Biologicals SA	20070413			52	"Hep A, adult"	FALSE	58160-0826-05	31-Mar-14	00358160826054
479	58160	826	43	HAVRIX	HEPATITIS A VACCINE	GlaxoSmithKline Biologicals SA	20070413			52	"Hep A, adult"	FALSE	58160-0826-43	31-Mar-14	00358160826436
480	58160	830	05	CERVARIX	"HUMAN PAPILLOMAVIRUS BIVALENT (TYPES 16 AND 18) VACCINE, RECOMBINANT"	GlaxoSmithKline Biologicals SA	20091016			118	"HPV, bivalent"	FALSE	58160-0830-05	13-Nov-14	
481	58160	830	43	CERVARIX	"HUMAN PAPILLOMAVIRUS BIVALENT (TYPES 16 AND 18) VACCINE, RECOMBINANT"	GlaxoSmithKline Biologicals SA	20091016			118	"HPV, bivalent"	FALSE	58160-0830-43	27-Jan-14	00358160830433
482	58160	842	01	BOOSTRIX	"TETANUS TOXOID, REDUCED DIPHTHERIA TOXOID AND ACELLULAR PERTUSSIS VACCINE, ADSORBED"	GlaxoSmithKline Biologicals SA	20090724			115	Tdap	FALSE	58160-0842-01	31-Mar-14	00358160842016
483	49281	010	25	Fluzone	"INFLUENZA A VIRUS A/CALIFORNIA/7/2009(H1N1)-LIKE HEMAGGLUTININ ANTIGEN (PROPIOLACTONE INACTIVATED),"	Sanofi Pasteur Inc.	20110701			140	"Influenza, seasonal, injectable, preservative free"	TRUE	49281-0010-25	25-Jul-14	00349281010255
484	54868	6177	0	FLUZONE	"INFLUENZA A VIRUS A/CALIFORNIA/7/2009 X-179A (H1N1) ANTIGEN (FORMALDEHYDE INACTIVATED), INFLUENZA A"	"PHYSICIANS TOTAL CARE, INC"	20100916	20110630		141	"Influenza, seasonal, injectable"	TRUE	54868-6177-00	27-Jan-14	
485	54868	6180	0	FLUZONE	"INFLUENZA A VIRUS A/CALIFORNIA/7/2009 X-179A (H1N1) ANTIGEN (FORMALDEHYDE INACTIVATED), INFLUENZA A"	"PHYSICIANS TOTAL CARE, INC"	20100921	20110630		140	"Influenza, seasonal, injectable, preservative free"	TRUE	54868-6180-00	27-Jan-14	
486	66521	115	02	Fluvirin	"INFLUENZA A VIRUS A/CALIFORNIA/7/2009 X-179A (H1N1) ANTIGEN (FORMALDEHYDE INACTIVATED), INFLUENZA A"	Novartis	20100723	20110630		140	"Influenza, seasonal, injectable, preservative free"	FALSE	66521-0115-02	12-Jan-15	003665211150210
487	49281	012	10	FLUZONE	"INFLUENZA A VIRUS A/CALIFORNIA/7/2009 X-179A (H1N1) ANTIGEN (FORMALDEHYDE INACTIVATED), INFLUENZA A"	Sanofi Pasteur Inc.	20100723	20110630		140	"Influenza, seasonal, injectable, preservative free"	TRUE	49281-0012-10	31-Mar-14	00349281012105
488	49281	112	25	FLUZONE	"INFLUENZA A VIRUS A/CALIFORNIA/7/2009 X-179A (H1N1) ANTIGEN (FORMALDEHYDE INACTIVATED), INFLUENZA A"	Sanofi Pasteur Inc.	20100723	20110630		140	"Influenza, seasonal, injectable, preservative free"	TRUE	49281-0112-25	31-Mar-14	00349281112256
489	49281	111	25	FLUZONE	"INFLUENZA A VIRUS A/CALIFORNIA/7/2009 X-179A (H1N1) ANTIGEN (FORMALDEHYDE INACTIVATED), INFLUENZA A"	Sanofi Pasteur Inc.	20100723	20110630		140	"Influenza, seasonal, injectable, preservative free"	TRUE	49281-0111-25	31-Mar-14	00349281111259
490	49281	705	55	FLUZONE	"INFLUENZA A VIRUS A/CALIFORNIA/7/2009 X-179A (H1N1) ANTIGEN (FORMALDEHYDE INACTIVATED), INFLUENZA A"	Sanofi Pasteur Inc.	20100723	20110630		144	"influenza, seasonal, intradermal, preservative free"	TRUE	49281-0705-55	31-Mar-14	00349281705557
491	49281	010	50	FLUZONE	"INFLUENZA A VIRUS A/CALIFORNIA/7/2009 X-179A (H1N1) ANTIGEN (FORMALDEHYDE INACTIVATED), INFLUENZA A"	Sanofi Pasteur Inc.	20120702	20130630		140	"Influenza, seasonal, injectable, preservative free"	TRUE	49281-0010-50	31-Mar-14	00349281010507
492	49281	010	10	FLUZONE	"INFLUENZA A VIRUS A/CALIFORNIA/7/2009 X-179A (H1N1) ANTIGEN (FORMALDEHYDE INACTIVATED), INFLUENZA A"	Sanofi Pasteur Inc.	20120702	20130630		140	"Influenza, seasonal, injectable, preservative free"	TRUE	49281-0010-10	31-Mar-14	00349281010101
493	49281	386	15	FLUZONE	"INFLUENZA A VIRUS A/CALIFORNIA/7/2009 X-179A (H1N1) ANTIGEN (FORMALDEHYDE INACTIVATED), INFLUENZA A"	Sanofi Pasteur Inc.	20120702	20130630		141	"Influenza, seasonal, injectable"	TRUE	49281-0386-15	31-Mar-14	00349281386152
494	49281	387	65	FLUZONE	"INFLUENZA A VIRUS A/CALIFORNIA/7/2009 X-179A (H1N1) ANTIGEN (FORMALDEHYDE INACTIVATED), INFLUENZA A"	Sanofi Pasteur Inc.	20120702	20130630		135	"Influenza, high dose seasonal"	TRUE	49281-0387-65	28-Jul-14	00349281387654
496	49281	650	50	INFLUENZA A (H1N1) 2009 MONOVALENT VACCINE	INFLUENZA A VIRUS A/CALIFORNIA/7/2009(H1N1)-LIKE ANTIGEN (FORMALDEHYDE INACTIVATED)	Sanofi Pasteur Inc.	20090915			126	"Novel influenza-H1N1-09, preservative-free"	FALSE	49281-0650-50	27-Jan-14	
497	66019	107	01	FluMist	INFLUENZA VACCINE LIVE INTRANASAL	"MedImmune, LLC"	20090717	20100419		111	"influenza, live, intranasal"	FALSE	66019-0107-01	27-Jan-14	
500	42874	013	01	Flublok	INFLUENZA VACCINE	Protein Sciences Corporation	20131101			155	"influenza, recombinant, injectable, preservative free"	FALSE	42874-0013-01	27-Jan-14	
511	66521	116	11	FLUVIRIN	"influenza a virus a/christchurch , influenza a virus a/texas   , influenza b virus b/massachusetts"	Novartis Vaccines and Diagnostics Ltd	20130730	20140630		141	"Influenza, seasonal, injectable"	FALSE	66521-0116-11	22-Jul-14	
512	66521	116	12	FLUVIRIN	"influenza a virus a/christchurch , influenza a virus a/texas   , influenza b virus b/massachusetts"	Novartis Vaccines and Diagnostics Ltd	20130730	20140630		140	"Influenza, seasonal, injectable, preservative free"	FALSE	66521-0116-12	22-Jul-14	
513	58160	804	01	"INFLUENZA (H5N1), adjuvanted"	"INFLUENZA (H5N1) MONOVALENT, ADJUVANTED"	GlaxoSmithKline				160	"Influenza A monovalent (H5N1), ADJUVANTED-2013"	FALSE	58160-0804-01	27-Jan-14	
514	58160	802	02	AS03 Adjuvant	Adjuvant	GlaxoSmithKline				160	"Influenza A monovalent (H5N1), ADJUVANTED-2013"	FALSE	58160-0802-02	27-Jan-14	
515	49281	547	58	ACTHIB	HAEMOPHILUS INFLUENZAE TYPE B STRAIN 1482 CAPSULAR POLYSACCHARIDE TETANUS TOXOID CONJUGATE ANTIGEN	Sanofi Pasteur Inc.	19930330			48	Hib (PRP-T)	FALSE	49281-0547-58	02-Apr-14	
520	0006	4837	01	PNEUMOVAX 23	PNEUMOCOCCAL VACCINE POLYVALENT	Merck Sharp & Dohme Corp.	20140530			33	pneumococcal polysaccharide PPV23	FALSE	00006-4837-01	22-Jul-14	
521	0006	4898	01	COMVAX	HAEMOPHILUS B CONJUGATE (MENINGOCOCCAL PROTEIN CONJUGATE) AND HEPATITIS B (RECOMBINANT) VACCINE	Merck Sharp & Dohme Corp.	19961002			51	Hib-Hep B	FALSE	00006-4898-01	22-Jul-14	
531	58160	901	41	FLUARIX QUADRIVALENT	INFLUENZA VIRUS VACCINE	GlaxoSmithKline Biologicals SA	20140701			150	"influenza, injectable, quadrivalent, preservative free"	FALSE	58160-0901-41	02-Oct-14	00358160901416
532	49281	514	00	"Fluzone Quadrivalent, Peds"		Sanofi Pastuer		20150630		161	"Influenza, injectable,quadrivalent, preservative free, pediatric"	FALSE	49281-0514-00	16-Oct-14	00349281514005
533	49281	414	88	Fluzone Quadrivalent PF		Sanofi Pasteur		20150630		150	"influenza, injectable, quadrivalent, preservative free"	FALSE	49281-0414-88	16-Oct-14	00349281414886
534	49281	414	58	FLUZONE QUADRIVALENT PF		SANOFI PASTEUR		20150630		150	"influenza, injectable, quadrivalent, preservative free"	FALSE	49281-0414-58	16-Oct-14	00349281414589
535	49281	394	78	FLUZONE		SANOFI PASTEUR		20150630		141	"Influenza, seasonal, injectable"	FALSE	49281-0394-78	16-Oct-14	
536	49281	014	88	FLUZONE		SANOFI PASTEUR		20150630		140	"Influenza, seasonal, injectable, preservative free"	FALSE	49281-0014-88	16-Oct-14	00349281014888
538	66019	301	01	FluMist Quadrivalent	INFLUENZA VACCINE LIVE INTRANASAL	"MedImmune, LLC"	20140701			149	"influenza, live, intranasal, quadrivalent"	FALSE	66019-0301-01	25-Jul-14	
539	33332	014	02	AFLURIA	"INFLUENZA A VIRUS A/CALIFORNIA/7/2009 X-181 (H1N1) ANTIGEN (PROPIOLACTONE INACTIVATED), INFLUENZA A"	CSL Limited	20110715	20150630		140	"Influenza, seasonal, injectable, preservative free"	FALSE	33332-0014-02	16-Oct-14	
541	63851	613	11	Flucelvax		Novartis Vaccines and Diagnostics GmbH				153	"Influenza, injectable, MDCK, preservative free"	FALSE	63851-0613-11	25-Jul-14	
542	66521	117	11	FLUVIRIN		Novartis Vaccines and Diagnostics				141	"Influenza, seasonal, injectable"	FALSE	66521-0117-11	25-Jul-14	
543	66521	117	12	Fluvirin		Novartis Vaccines and Diagnostics				140	"Influenza, seasonal, injectable, preservative free"	FALSE	66521-0117-12	25-Jul-14	
548	42874	014	01	Flublok	influenza virus vaccine	Protien Sciences Corporation				155	"influenza, recombinant, injectable, preservative free"	FALSE	42874-0014-01	30-Jul-14	
549	49281	395	88	Fluzone HD		Sanofi Pasteur Inc.		20150630		135	"Influenza, high dose seasonal"	FALSE	49281-0395-88	16-Oct-14	
550	49281	709	48	FLUZONE Intradermal				20150630		144	"influenza, seasonal, intradermal, preservative free"	FALSE	49281-0709-48	16-Oct-14	00349281709487
554	19515	893	02	FLULAVAL	INFLUENZA VIRUS VACCINE	ID Biomedical Corporation of Quebec	20140701			141	"Influenza, seasonal, injectable"	FALSE	19515-0893-02	14-Oct-14	
562	19515	891	01	Flulaval Quadrivalent	INFLUENZA VIRUS VACCINE	ID Biomedical Corporation of Quebec	20140701			158	"influenza, injectable, quadrivalent"	FALSE	19515-0891-01	16-Oct-14	
574	33332	114	11	AFLURIA	"INFLUENZA A VIRUS A/CALIFORNIA/7/2009 X-181 (H1N1) ANTIGEN (PROPIOLACTONE INACTIVATED), INFLUENZA A"	CSL Limited	20110715	20150630		141	"Influenza, seasonal, injectable"	FALSE	33332-0114-11	16-Oct-14	
581	58160	881	41	FLUARIX	INFLUENZA VIRUS VACCINE	GlaxoSmithKline Biologicals SA	20140627			140	"Influenza, seasonal, injectable, preservative free"	FALSE	58160-0881-41	13-Nov-14	00358160881411
584	62577	613	11	Flucelvax	"INFLUENZA A VIRUS A/BRISBANE/10/2010 (H1N1) ANTIGEN (MDCK CELL DERIVED, PROPIOLACTONE INACTIVATED),"	"Novartis Vaccines and Diagnostics, Inc."	20140701			153	"Influenza, injectable, MDCK, preservative free"	FALSE	62577-0613-11	16-Oct-14	
589	19515	894	41	Flulaval Quadrivalent	INFLUENZA VIRUS VACCINE	ID Biomedical Corporation of Quebec	20140701			150	"influenza, injectable, quadrivalent, preservative free"	FALSE	19515-0894-41	16-Oct-14	
591	49281	621	78	FLUZONE QUADRIVALENT	"INFLUENZA A VIRUS A/CALIFORNIA/7/2009 X-179A (H1N1) ANTIGEN (FORMALDEHYDE INACTIVATED), INFLUENZA A"	Sanofi Pasteur Inc.	20140627	20150630		158	"influenza, injectable, quadrivalent"	FALSE	49281-0621-78	16-Oct-14	
603	0005	0100	01	Trumenba	"Meningococcal B, recombinant"	Pfizer				162	"meningococcal B, recombinant"	FALSE	00005-0100-01	10-Nov-14	003000501000110
604	0006	4047	20	RotaTeq	"ROTAVIRUS VACCINE, LIVE, ORAL, PENTAVALENT"	Merck Sharp & Dohme Corp.	20060203			116	"rotavirus, pentavalent"	TRUE	00006-4047-20	18-Nov-14	
